ec5_branch_owner_uuid,ec5_branch_uuid,created_at,uploaded_at,title,lat_11_Localizacion_del_,long_11_Localizacion_del_,accuracy_11_Localizacion_del_,UTM_Northing_11_Localizacion_del_,UTM_Easting_11_Localizacion_del_,UTM_Zone_11_Localizacion_del_,12_Se_pudo_reconocer,13_Especie,14_Edad_meses,15_Altura_cm,16_Foto_del_plantado,17_Observacion,18_Presencia_de_tuto,19_Estado_fitosanita,20_Observaciones__Fi,21_Estado_General_de,22_Observaciones__Ta,23_Origen,24_Tipo_de_intervenc,25_Posee_cao_de_rieg,26_Plantado_en_suelo,27_Otras_observacion
39668d9f-2b00-4519-9714-bb95e44bec97,a6723123-13f5-4cfd-b786-d11772d16343,2026-02-03T14:00:44.000Z,2026-02-03T14:56:23.000Z,a6723123-13f5-4cfd-b786-d11772d16343,-31.7921,-60.507675,3,6479903,735976,20J,Reconocida,Pesuña de Vaca,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=a6723123-13f5-4cfd-b786-d11772d16343_1770127236.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,7717711b-67cf-44a4-b38e-7e09481bea6a,2026-02-03T14:00:10.000Z,2026-02-03T14:56:20.000Z,7717711b-67cf-44a4-b38e-7e09481bea6a,-31792,-60.50766,5,6479914,735978,20J,Reconocida,Pesuña de Vaca,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=7717711b-67cf-44a4-b38e-7e09481bea6a_1770127198.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,c57c82ec-9ec1-41bb-9a3c-08a104d216a5,2026-02-03T13:59:33.000Z,2026-02-03T14:56:09.000Z,c57c82ec-9ec1-41bb-9a3c-08a104d216a5,-31.791905,-60.507652,3,6479924,735979,20J,Reconocida,Pesuña de Vaca,36,210,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=c57c82ec-9ec1-41bb-9a3c-08a104d216a5_1770127165.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,427bb6f9-c951-48f9-9d80-2b507e953c56,2026-02-03T13:58:52.000Z,2026-02-03T14:55:56.000Z,427bb6f9-c951-48f9-9d80-2b507e953c56,-31.791931,-60.507537,4,6479921,735989,20J,Reconocida,Pesuña de Vaca,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=427bb6f9-c951-48f9-9d80-2b507e953c56_1770127124.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,414f61dc-cd64-4e57-b1f0-eae44c7e113e,2026-02-03T13:58:15.000Z,2026-02-03T14:55:48.000Z,414f61dc-cd64-4e57-b1f0-eae44c7e113e,-31.792023,-60.507544,4,6479911,735989,20J,Reconocida,Pesuña de Vaca,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=414f61dc-cd64-4e57-b1f0-eae44c7e113e_1770127085.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,cefba614-e960-486a-9e39-0d2b39fc624f,2026-02-03T13:57:37.000Z,2026-02-03T14:55:36.000Z,cefba614-e960-486a-9e39-0d2b39fc624f,-31.792111,-60.507578,3,6479901,735985,20J,Reconocida,Pesuña de Vaca,36,208,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=cefba614-e960-486a-9e39-0d2b39fc624f_1770127046.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,c8daa0a0-43ca-4298-8be2-b15d43d97ff9,2026-02-03T13:56:56.000Z,2026-02-03T14:55:20.000Z,c8daa0a0-43ca-4298-8be2-b15d43d97ff9,-31.7923,-60.507415,4,6479880,736000,20J,Reconocida,Lapacho,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=c8daa0a0-43ca-4298-8be2-b15d43d97ff9_1770126994.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,2c3c6f41-fa50-47ce-9668-348134e36cac,2026-02-03T13:54:43.000Z,2026-02-03T14:55:11.000Z,2c3c6f41-fa50-47ce-9668-348134e36cac,-31.792312,-60.507297,3,6479878,736011,20J,Reconocida,Lapacho,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=2c3c6f41-fa50-47ce-9668-348134e36cac_1770126875.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,38bf5bc0-af29-4cca-8ae7-326034c9fa1c,2026-02-03T13:54:12.000Z,2026-02-03T14:54:43.000Z,38bf5bc0-af29-4cca-8ae7-326034c9fa1c,-31.792313,-60.507175,3,6479878,736023,20J,Reconocida,Lapacho,36,175,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=38bf5bc0-af29-4cca-8ae7-326034c9fa1c_1770126843.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,739c464a-993c-4c50-a32e-be53bd62972c,2026-02-03T13:53:37.000Z,2026-02-03T14:54:41.000Z,739c464a-993c-4c50-a32e-be53bd62972c,-31.792347,-60.507083,4,6479874,736031,20J,Reconocida,Lapacho,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=739c464a-993c-4c50-a32e-be53bd62972c_1770126794.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,e6cf183f-9705-431d-ae39-79d6f499d017,2026-02-03T13:52:57.000Z,2026-02-03T14:54:33.000Z,e6cf183f-9705-431d-ae39-79d6f499d017,-31.792374,-60.506968,3,6479871,736042,20J,Reconocida,Lapacho,36,175,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=e6cf183f-9705-431d-ae39-79d6f499d017_1770126769.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,7838277a-13a6-4df4-826b-f6372054f26d,2026-02-03T13:52:19.000Z,2026-02-03T14:54:31.000Z,7838277a-13a6-4df4-826b-f6372054f26d,-31.792381,-60.506884,3,6479870,736050,20J,Reconocida,Lapacho,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=7838277a-13a6-4df4-826b-f6372054f26d_1770126730.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,0d6ea11c-e866-48d1-ba64-6699cc9a0387,2026-02-03T13:51:41.000Z,2026-02-03T14:54:29.000Z,0d6ea11c-e866-48d1-ba64-6699cc9a0387,-31.792427,-60.506754,5,6479864,736062,20J,Reconocida,Lapacho,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=0d6ea11c-e866-48d1-ba64-6699cc9a0387_1770126688.jpg,Falta protección para hormigas.Estrés hidrico,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,6b099ed2-2d23-42b0-9479-4d3d1c889086,2026-02-03T13:50:30.000Z,2026-02-03T14:54:27.000Z,6b099ed2-2d23-42b0-9479-4d3d1c889086,-31.792303,-60.506362,3,6479877,736100,20J,Reconocida,Pesuña de Vaca,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=6b099ed2-2d23-42b0-9479-4d3d1c889086_1770126611.jpg,Estrés hidrico,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,adacae7c-2814-46a6-b52c-303d77d3da04,2026-02-03T13:49:36.000Z,2026-02-03T14:54:25.000Z,adacae7c-2814-46a6-b52c-303d77d3da04,-31.792212,-60.506367,4,6479887,736100,20J,Reconocida,Pesuña de Vaca,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=adacae7c-2814-46a6-b52c-303d77d3da04_1770126559.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,b8b2cc18-57e9-4efa-b436-118bae4f64cc,2026-02-03T13:48:58.000Z,2026-02-03T14:54:22.000Z,b8b2cc18-57e9-4efa-b436-118bae4f64cc,-31.792092,-60.506315,3,6479901,736105,20J,Reconocida,Pesuña de Vaca,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=b8b2cc18-57e9-4efa-b436-118bae4f64cc_1770126527.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,38af0064-15cb-48a7-a014-4fbe2d1b3230,2026-02-03T13:48:23.000Z,2026-02-03T14:54:20.000Z,38af0064-15cb-48a7-a014-4fbe2d1b3230,-31.792136,-60.506265,3,6479896,736109,20J,Reconocida,Pesuña de Vaca,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=38af0064-15cb-48a7-a014-4fbe2d1b3230_1770126494.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,987a1027-2d97-4a22-b358-f2f6e0dc66fb,2026-02-03T13:47:46.000Z,2026-02-03T14:54:18.000Z,987a1027-2d97-4a22-b358-f2f6e0dc66fb,-31.792222,-60.506268,3,6479886,736109,20J,Reconocida,Pesuña de Vaca,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=987a1027-2d97-4a22-b358-f2f6e0dc66fb_1770126447.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,dfc32583-cafc-4889-a168-9820e734fa2d,2026-02-03T13:47:00.000Z,2026-02-03T14:54:16.000Z,dfc32583-cafc-4889-a168-9820e734fa2d,-31.792336,-60.506283,3,6479873,736107,20J,Reconocida,Pesuña de Vaca,36,210,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=dfc32583-cafc-4889-a168-9820e734fa2d_1770126410.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,2ed114c6-7ca3-43ec-b0bb-eac4bad1c84e,2026-02-03T13:46:03.000Z,2026-02-03T14:54:14.000Z,2ed114c6-7ca3-43ec-b0bb-eac4bad1c84e,-31.792523,-60.505979,3,6479852,736135,20J,Reconocida,Lapacho,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=2ed114c6-7ca3-43ec-b0bb-eac4bad1c84e_1770126347.jpg,Falta protección para hormigas.Estrés hidrico,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,b5ad1d1e-3516-48a4-b8f7-314f5e33b3ad,2026-02-03T13:45:11.000Z,2026-02-03T14:54:12.000Z,b5ad1d1e-3516-48a4-b8f7-314f5e33b3ad,-31.792524,-60.505876,3,6479852,736145,20J,Reconocida,Lapacho,36,100,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=b5ad1d1e-3516-48a4-b8f7-314f5e33b3ad_1770126269.jpg,Quebrado sin tutor ni protección para hormigas.,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,edb979c7-9afc-4163-a095-71a440a43d38,2026-02-03T13:43:44.000Z,2026-02-03T14:54:09.000Z,edb979c7-9afc-4163-a095-71a440a43d38,-31.792574,-60.505673,3,6479846,736164,20J,Reconocida,Lapacho,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=edb979c7-9afc-4163-a095-71a440a43d38_1770126214.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,5f7b196c-b3ef-41bd-aba5-1e65a6026e07,2026-02-03T13:43:10.000Z,2026-02-03T14:54:07.000Z,5f7b196c-b3ef-41bd-aba5-1e65a6026e07,-31.792597,-60.505572,3,6479843,736174,20J,Reconocida,Lapacho,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=5f7b196c-b3ef-41bd-aba5-1e65a6026e07_1770126180.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,0d3e4e6e-f1a7-4424-9762-3a8bb804b51c,2026-02-03T13:42:32.000Z,2026-02-03T14:54:06.000Z,0d3e4e6e-f1a7-4424-9762-3a8bb804b51c,-31.792615,-60.505343,3,6479840,736195,20J,Reconocida,Lapacho,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=0d3e4e6e-f1a7-4424-9762-3a8bb804b51c_1770126144.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,7fcb0348-f3cc-4d57-a35f-34be37c746af,2026-02-03T13:41:58.000Z,2026-02-03T14:54:04.000Z,7fcb0348-f3cc-4d57-a35f-34be37c746af,-31.792668,-60.505195,3,6479834,736209,20J,Reconocida,Lapacho,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=7fcb0348-f3cc-4d57-a35f-34be37c746af_1770126103.jpg,Falta protección para hormigas.Estrés hidrico,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,4a214125-6e43-4298-98fc-76982461b9f8,2026-02-03T13:40:59.000Z,2026-02-03T14:54:02.000Z,4a214125-6e43-4298-98fc-76982461b9f8,-31.79253,-60.504912,5,6479849,736236,20J,Reconocida,Lapacho,36,210,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=4a214125-6e43-4298-98fc-76982461b9f8_1770126045.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,a252fa6f-76e9-46ec-b49b-d8cdf8d5c390,2026-02-03T13:40:18.000Z,2026-02-03T14:53:59.000Z,a252fa6f-76e9-46ec-b49b-d8cdf8d5c390,-31.792447,-60.504878,4,6479858,736240,20J,Reconocida,Lapacho,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=a252fa6f-76e9-46ec-b49b-d8cdf8d5c390_1770126008.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,d6b379ac-1ec2-4d74-b7f3-7f47582aa955,2026-02-03T13:39:41.000Z,2026-02-03T14:53:58.000Z,d6b379ac-1ec2-4d74-b7f3-7f47582aa955,-31.792368,-60.504851,11,6479867,736243,20J,Reconocida,Lapacho,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=d6b379ac-1ec2-4d74-b7f3-7f47582aa955_1770125971.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,1d226e9f-3c6e-4a15-91ee-3ce02da755ca,2026-02-03T13:36:37.000Z,2026-02-03T14:53:56.000Z,1d226e9f-3c6e-4a15-91ee-3ce02da755ca,-31.793239,-60.505051,5,6479771,736222,20J,Reconocida,Lapacho,36,175,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=1d226e9f-3c6e-4a15-91ee-3ce02da755ca_1770125777.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,61d008b9-c30f-4894-ac44-a38e4c947cb7,2026-02-03T13:35:48.000Z,2026-02-03T14:53:54.000Z,61d008b9-c30f-4894-ac44-a38e4c947cb7,-31.793188,-60.505046,7,6479776,736222,20J,Reconocida,Lapacho,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=61d008b9-c30f-4894-ac44-a38e4c947cb7_1770125738.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,d175051e-bfdc-44f4-bede-08d214c8e371,2026-02-03T13:35:08.000Z,2026-02-03T14:53:53.000Z,d175051e-bfdc-44f4-bede-08d214c8e371,-31.793104,-60.505013,5,6479785,736225,20J,Reconocida,Lapacho,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=d175051e-bfdc-44f4-bede-08d214c8e371_1770125698.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,ecb6244f-d9e2-47a2-b60c-84ccbadc152a,2026-02-03T13:34:33.000Z,2026-02-03T14:53:51.000Z,ecb6244f-d9e2-47a2-b60c-84ccbadc152a,-31.793032,-60.504967,4,6479793,736230,20J,Reconocida,Lapacho,36,175,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=ecb6244f-d9e2-47a2-b60c-84ccbadc152a_1770125661.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,a1e85acd-c7d1-4b92-a5a4-ba930515c793,2026-02-03T13:33:55.000Z,2026-02-03T14:53:49.000Z,a1e85acd-c7d1-4b92-a5a4-ba930515c793,-31.792935,-60.504982,4,6479804,736229,20J,Reconocida,Lapacho,36,210,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=a1e85acd-c7d1-4b92-a5a4-ba930515c793_1770125615.jpg,Estrés hidrico,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,2af02670-af9d-4b6d-99e2-ccfeb9b98080,2026-02-03T13:33:04.000Z,2026-02-03T14:53:48.000Z,2af02670-af9d-4b6d-99e2-ccfeb9b98080,-31.792883,-60.505019,5,6479810,736225,20J,Reconocida,Lapacho,36,175,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=2af02670-af9d-4b6d-99e2-ccfeb9b98080_1770125565.jpg,Estrés hidrico,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,1eab24c2-1519-4ad9-af8e-ac5d1199fded,2026-02-03T13:31:52.000Z,2026-02-03T14:53:46.000Z,1eab24c2-1519-4ad9-af8e-ac5d1199fded,-31.792729,-60.505211,5,6479827,736208,20J,Reconocida,Lapacho,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=1eab24c2-1519-4ad9-af8e-ac5d1199fded_1770125498.jpg,Falta protección para hormigas.Estrés hidrico,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,8cba6aef-6998-4990-9e3b-88e52b687e22,2026-02-03T13:31:04.000Z,2026-02-03T14:53:44.000Z,8cba6aef-6998-4990-9e3b-88e52b687e22,-31.792676,-60.50547,3,6479834,736183,20J,Reconocida,Lapacho,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=8cba6aef-6998-4990-9e3b-88e52b687e22_1770125451.jpg,Falta protección para hormigas.Estrés hidrico,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,d9a98495-ed49-488b-ae80-0d22ac8b9ffb,2026-02-03T13:30:25.000Z,2026-02-03T14:53:42.000Z,d9a98495-ed49-488b-ae80-0d22ac8b9ffb,-31.792666,-60.505584,3,6479835,736173,20J,Reconocida,Lapacho,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=d9a98495-ed49-488b-ae80-0d22ac8b9ffb_1770125413.jpg,Falta protección para hormigas.Estrés hidrico,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,2362e310-763e-4013-a66d-72779b9b021d,2026-02-03T13:29:31.000Z,2026-02-03T14:53:41.000Z,2362e310-763e-4013-a66d-72779b9b021d,-31.792604,-60.505894,3,6479843,736143,20J,Reconocida,Lapacho,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=2362e310-763e-4013-a66d-72779b9b021d_1770125360.jpg,Falta protección para hormigas.Estrés hidrico,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,c22f73a2-02a1-4e1b-af5a-562d5d6665c5,2026-02-03T13:28:52.000Z,2026-02-03T14:53:39.000Z,c22f73a2-02a1-4e1b-af5a-562d5d6665c5,-31.792604,-60.505949,3,6479843,736138,20J,Reconocida,Lapacho,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=c22f73a2-02a1-4e1b-af5a-562d5d6665c5_1770125319.jpg,Falta protección para hormigas.Estrés hidrico,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,5cb7992d-6646-4450-8dfe-4392caca1f35,2026-02-03T13:28:09.000Z,2026-02-03T14:53:37.000Z,5cb7992d-6646-4450-8dfe-4392caca1f35,-31.792579,-60.506126,3,6479846,736121,20J,Reconocida,Lapacho,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=5cb7992d-6646-4450-8dfe-4392caca1f35_1770125277.jpg,Falta protección para hormigas.Estrés hidrico,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,08b917a4-3aed-434d-a91a-35ddc2410674,2026-02-03T13:27:09.000Z,2026-02-03T14:53:35.000Z,08b917a4-3aed-434d-a91a-35ddc2410674,-31.79269,-60.506368,3,6479834,736098,20J,Reconocida,Pesuña de Vaca,36,210,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=08b917a4-3aed-434d-a91a-35ddc2410674_1770125199.jpg,Falta protección para hormigas.Estrés hidrico,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,e2c441ef-acd8-4f6c-9249-89e922d12422,2026-02-03T13:25:53.000Z,2026-02-03T14:53:33.000Z,e2c441ef-acd8-4f6c-9249-89e922d12422,-31.792791,-60.506406,3,6479823,736094,20J,Reconocida,Pesuña de Vaca,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=e2c441ef-acd8-4f6c-9249-89e922d12422_1770125141.jpg,Falta protección para hormigas.Estrés hidrico,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,b3901c60-2dd6-4276-839a-d9bdc614185a,2026-02-03T13:25:10.000Z,2026-02-03T14:53:30.000Z,b3901c60-2dd6-4276-839a-d9bdc614185a,-31.792864,-60.506393,5,6479815,736095,20J,Reconocida,Pesuña de Vaca,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=b3901c60-2dd6-4276-839a-d9bdc614185a_1770125096.jpg,Falta protección para hormigas.Estrés hidrico,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,0667f180-ebd4-48ad-a210-2dc77b361742,2026-02-03T13:24:18.000Z,2026-02-03T14:53:28.000Z,0667f180-ebd4-48ad-a210-2dc77b361742,-31.792972,-60.506438,3,6479803,736091,20J,Reconocida,Pesuña de Vaca,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=0667f180-ebd4-48ad-a210-2dc77b361742_1770125049.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,096cf987-b6bd-4da8-ab62-9aca77f90e1a,2026-02-03T13:23:44.000Z,2026-02-03T14:53:26.000Z,096cf987-b6bd-4da8-ab62-9aca77f90e1a,-31.793021,-60.50644,4,6479798,736091,20J,Reconocida,Pesuña de Vaca,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=096cf987-b6bd-4da8-ab62-9aca77f90e1a_1770125010.jpg,Falta protección para hormigas.Estrés hidrico,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,d3e117b7-7e1b-4f3e-8adf-5969b81f5c6a,2026-02-03T13:22:47.000Z,2026-02-03T14:53:24.000Z,d3e117b7-7e1b-4f3e-8adf-5969b81f5c6a,-31.793299,-60.506309,3,6479767,736102,20J,Reconocida,Lapacho,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=d3e117b7-7e1b-4f3e-8adf-5969b81f5c6a_1770124948.jpg,Falta protección para hormigas.Estrés hidrico,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,153c74f6-ef90-41bc-a8c2-d890fe1f5428,2026-02-03T13:21:46.000Z,2026-02-03T14:53:22.000Z,153c74f6-ef90-41bc-a8c2-d890fe1f5428,-31.793363,-60.505935,3,6479759,736137,20J,Reconocida,Lapacho,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=153c74f6-ef90-41bc-a8c2-d890fe1f5428_1770124893.jpg,Falta protección para hormigas.Estrés hidrico,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
39668d9f-2b00-4519-9714-bb95e44bec97,3afdf959-b3f4-4098-853f-fdf25c747e37,2026-02-03T13:21:10.000Z,2026-02-03T14:53:20.000Z,3afdf959-b3f4-4098-853f-fdf25c747e37,-31.793382,-60.505841,3,6479756,736146,20J,Reconocida,Lapacho,36,175,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=3afdf959-b3f4-4098-853f-fdf25c747e37_1770124854.jpg,Falta protección para hormigas.Estrés hidrico,Si,Saludable ,,Saludable,,Vivero municipal,Alineación,No,Natural,
