ec5_branch_owner_uuid,ec5_branch_uuid,created_at,uploaded_at,title,lat_11_Localizacion_del_,long_11_Localizacion_del_,accuracy_11_Localizacion_del_,UTM_Northing_11_Localizacion_del_,UTM_Easting_11_Localizacion_del_,UTM_Zone_11_Localizacion_del_,12_Se_pudo_reconocer,13_Especie,14_Edad_meses,15_Altura_cm,16_Foto_del_plantado,17_Observacion,18_Presencia_de_tuto,19_Estado_fitosanita,20_Observaciones__Fi,21_Estado_General_de,22_Observaciones__Ta,23_Origen,24_Tipo_de_intervenc,25_Posee_cao_de_rieg,26_Plantado_en_suelo,27_Otras_observacion
bd5c133e-9851-4af0-9aa0-cd8bc592797a,6b32281b-400e-4d87-839e-5f5d06478afa,2026-06-04T20:11:18.000Z,2026-06-04T20:13:13.000Z,6b32281b-400e-4d87-839e-5f5d06478afa,-31.728727,-60.548452,10,6487017,732272,20J,Reconocida,Jacaranda,36,250,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=6b32281b-400e-4d87-839e-5f5d06478afa_1780603870.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,d151b1ce-7363-4093-aebc-c132fa683279,2026-06-04T20:10:24.000Z,2026-06-04T20:13:11.000Z,d151b1ce-7363-4093-aebc-c132fa683279,-31.728658,-60.548408,9,6487025,732277,20J,Reconocida,Lapacho,36,250,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=d151b1ce-7363-4093-aebc-c132fa683279_1780603817.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,b692c868-77d7-4669-addd-07817586cab3,2026-06-04T20:09:43.000Z,2026-06-04T20:13:09.000Z,b692c868-77d7-4669-addd-07817586cab3,-31.728679,-60.548367,10,6487023,732281,20J,Reconocida,Lapacho,36,250,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=b692c868-77d7-4669-addd-07817586cab3_1780603772.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,baea80c1-540d-4abd-98b1-ad6cf2aaf186,2026-06-04T20:09:05.000Z,2026-06-04T20:13:08.000Z,baea80c1-540d-4abd-98b1-ad6cf2aaf186,-31.728662,-60.548312,10,6487024,732286,20J,Reconocida,Lapacho,36,120,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=baea80c1-540d-4abd-98b1-ad6cf2aaf186_1780603738.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,f09cea4c-a287-442e-a468-775c528197d4,2026-06-04T20:08:19.000Z,2026-06-04T20:13:06.000Z,f09cea4c-a287-442e-a468-775c528197d4,-31.728642,-60.548267,9,6487026,732290,20J,Reconocida,Lapacho,36,180,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=f09cea4c-a287-442e-a468-775c528197d4_1780603678.jpg,Afectado por hongos,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,a45279de-4c39-4d13-98fb-fdf0a08d95f3,2026-06-04T20:07:22.000Z,2026-06-04T20:13:04.000Z,a45279de-4c39-4d13-98fb-fdf0a08d95f3,-31.728561,-60.548197,10,6487035,732297,20J,Reconocida,Lapacho,36,250,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=a45279de-4c39-4d13-98fb-fdf0a08d95f3_1780603636.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,626e2a48-dab7-4243-bf2c-c1e007a05864,2026-06-04T20:06:50.000Z,2026-06-04T20:13:02.000Z,626e2a48-dab7-4243-bf2c-c1e007a05864,-31.728548,-60.548217,9,6487037,732295,20J,Reconocida,Lapacho,36,50,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=626e2a48-dab7-4243-bf2c-c1e007a05864_1780603604.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,1e78adec-67c9-433b-8b48-89a80e7a2faa,2026-06-04T20:05:47.000Z,2026-06-04T20:13:00.000Z,1e78adec-67c9-433b-8b48-89a80e7a2faa,-31.728822,-60.548218,11,6487006,732294,20J,Reconocida,Lapacho,36,250,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=1e78adec-67c9-433b-8b48-89a80e7a2faa_1780603541.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,f23937c8-7d68-428e-b775-41cdd085dc46,2026-06-04T20:05:16.000Z,2026-06-04T20:12:58.000Z,f23937c8-7d68-428e-b775-41cdd085dc46,-31.72886,-60.548195,10,6487002,732296,20J,Reconocida,Lapacho,36,250,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=f23937c8-7d68-428e-b775-41cdd085dc46_1780603511.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,e6c96eab-fe4b-4832-8fef-3d19120379fe,2026-06-04T20:04:37.000Z,2026-06-04T20:12:56.000Z,e6c96eab-fe4b-4832-8fef-3d19120379fe,-31.728775,-60.54817,10,6487012,732299,20J,Reconocida,Lapacho,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=e6c96eab-fe4b-4832-8fef-3d19120379fe_1780603471.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,3c9eba7c-29a3-4f03-b9e4-3330e213b405,2026-06-04T20:04:07.000Z,2026-06-04T20:12:54.000Z,3c9eba7c-29a3-4f03-b9e4-3330e213b405,-31.728782,-60.54819,10,6487011,732297,20J,Reconocida,Lapacho,36,100,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=3c9eba7c-29a3-4f03-b9e4-3330e213b405_1780603443.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,73050121-61d4-41c1-a5f2-ac645909bd68,2026-06-04T20:03:26.000Z,2026-06-04T20:12:53.000Z,73050121-61d4-41c1-a5f2-ac645909bd68,-31.728774,-60.548221,9,6487012,732294,20J,Reconocida,Lapacho,36,180,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=73050121-61d4-41c1-a5f2-ac645909bd68_1780603399.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,b8c01e3f-19fd-436f-b0a8-f839492a4bdb,2026-06-04T20:02:48.000Z,2026-06-04T20:12:51.000Z,b8c01e3f-19fd-436f-b0a8-f839492a4bdb,-31.72874,-60.548203,10,6487015,732296,20J,Reconocida,Lapacho,36,250,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=b8c01e3f-19fd-436f-b0a8-f839492a4bdb_1780603350.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,d903b089-6bac-4226-9d07-c4685084c97f,2026-06-04T20:02:02.000Z,2026-06-04T20:12:49.000Z,d903b089-6bac-4226-9d07-c4685084c97f,-31.728743,-60.548186,9,6487015,732298,20J,Reconocida,Lapacho,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=d903b089-6bac-4226-9d07-c4685084c97f_1780603317.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,f3c49e84-8f19-43da-ba37-40a54ee80029,2026-06-04T20:01:23.000Z,2026-06-04T20:12:47.000Z,f3c49e84-8f19-43da-ba37-40a54ee80029,-31.72873,-60.548199,9,6487017,732296,20J,Reconocida,Lapacho,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=f3c49e84-8f19-43da-ba37-40a54ee80029_1780603267.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,f3c1fa66-b851-4922-8935-9d4f5b8035d0,2026-06-04T20:00:35.000Z,2026-06-04T20:12:45.000Z,f3c1fa66-b851-4922-8935-9d4f5b8035d0,-31.728722,-60.548146,9,6487017,732301,20J,Reconocida,Lapacho,36,100,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=f3c1fa66-b851-4922-8935-9d4f5b8035d0_1780603227.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,3b4e0a4b-ded6-4b3f-8b63-66a923042188,2026-06-04T20:00:04.000Z,2026-06-04T20:12:43.000Z,3b4e0a4b-ded6-4b3f-8b63-66a923042188,-31.728746,-60.548106,10,6487015,732305,20J,Reconocida,Guarán,36,180,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=3b4e0a4b-ded6-4b3f-8b63-66a923042188_1780603193.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,66026b99-20a9-4ed1-999d-7810bb90dcb2,2026-06-04T19:59:20.000Z,2026-06-04T20:12:41.000Z,66026b99-20a9-4ed1-999d-7810bb90dcb2,-31.72879,-60.548075,10,6487010,732308,20J,Reconocida,Lapacho,36,250,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=66026b99-20a9-4ed1-999d-7810bb90dcb2_1780603154.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,827c40c6-a6b8-400b-a6b0-7858ec0e847d,2026-06-04T19:58:46.000Z,2026-06-04T20:12:40.000Z,827c40c6-a6b8-400b-a6b0-7858ec0e847d,-31.728788,-60.548098,10,6487010,732306,20J,Reconocida,Lapacho,36,180,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=827c40c6-a6b8-400b-a6b0-7858ec0e847d_1780603119.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,eb59bf50-a994-4071-b6ff-944d4f914169,2026-06-04T19:58:07.000Z,2026-06-04T20:12:38.000Z,eb59bf50-a994-4071-b6ff-944d4f914169,-31.728794,-60.548129,9,6487009,732303,20J,Reconocida,Lapacho,36,250,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=eb59bf50-a994-4071-b6ff-944d4f914169_1780603081.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,76c0b666-4d7b-4d3c-ad57-da70d29a1bd2,2026-06-04T19:57:27.000Z,2026-06-04T20:12:36.000Z,76c0b666-4d7b-4d3c-ad57-da70d29a1bd2,-31.728847,-60.548083,9,6487003,732307,20J,Reconocida,Lapacho,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=76c0b666-4d7b-4d3c-ad57-da70d29a1bd2_1780603041.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,abdaac33-3544-4fd0-8783-e0934213790e,2026-06-04T19:56:58.000Z,2026-06-04T20:12:34.000Z,abdaac33-3544-4fd0-8783-e0934213790e,-31.72885,-60.548046,9,6487003,732311,20J,Reconocida,Lapacho,36,250,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=abdaac33-3544-4fd0-8783-e0934213790e_1780603012.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,ff337e03-7532-4eb6-8f37-858b146f7128,2026-06-04T19:56:18.000Z,2026-06-04T20:12:32.000Z,ff337e03-7532-4eb6-8f37-858b146f7128,-31.728848,-60548,10,6487003,732315,20J,Reconocida,Lapacho,36,250,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=ff337e03-7532-4eb6-8f37-858b146f7128_1780602970.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,74d4c5df-4cac-46e7-9566-a1c3f8cf6451,2026-06-04T19:51:50.000Z,2026-06-04T20:12:30.000Z,74d4c5df-4cac-46e7-9566-a1c3f8cf6451,-31.72972,-60.547458,9,6486905,732364,20J,Reconocida,Tipa,36,10,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=74d4c5df-4cac-46e7-9566-a1c3f8cf6451_1780602700.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,c48c9f3a-7308-45ff-9fe4-0acf299d4f3a,2026-06-04T19:50:51.000Z,2026-06-04T20:12:29.000Z,c48c9f3a-7308-45ff-9fe4-0acf299d4f3a,-31.72971,-60.5475,9,6486906,732360,20J,Reconocida,Tipa,36,10,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=c48c9f3a-7308-45ff-9fe4-0acf299d4f3a_1780602645.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,9e8e0e51-126e-47c5-a0ba-32fd7bdf3a5c,2026-06-04T19:50:10.000Z,2026-06-04T20:12:27.000Z,9e8e0e51-126e-47c5-a0ba-32fd7bdf3a5c,-31.729703,-60.547539,10,6486907,732356,20J,Reconocida,Jacaranda,36,10,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=9e8e0e51-126e-47c5-a0ba-32fd7bdf3a5c_1780602604.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,b4b8ef5e-017e-419a-85c4-5d54818dffe4,2026-06-04T19:49:28.000Z,2026-06-04T20:12:25.000Z,b4b8ef5e-017e-419a-85c4-5d54818dffe4,-31.729726,-60.547505,10,6486905,732360,20J,Reconocida,Timbó,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=b4b8ef5e-017e-419a-85c4-5d54818dffe4_1780602560.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,bd106937-64a1-4ea9-8b66-ee1738de9138,2026-06-04T19:48:14.000Z,2026-06-04T20:12:23.000Z,bd106937-64a1-4ea9-8b66-ee1738de9138,-31.729741,-60.547439,9,6486903,732366,20J,Reconocida,Lapacho,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=bd106937-64a1-4ea9-8b66-ee1738de9138_1780602486.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,584fea2f-e143-46d8-9413-711ea673f5e9,2026-06-04T19:47:31.000Z,2026-06-04T20:12:21.000Z,584fea2f-e143-46d8-9413-711ea673f5e9,-31.729713,-60.547431,10,6486906,732367,20J,Reconocida,Guarán,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=584fea2f-e143-46d8-9413-711ea673f5e9_1780602444.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,fdf856ce-6500-4171-931d-9757ebc165b8,2026-06-04T19:46:49.000Z,2026-06-04T20:12:19.000Z,fdf856ce-6500-4171-931d-9757ebc165b8,-31.729783,-60.547408,10,6486898,732369,20J,Reconocida,Guarán,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=fdf856ce-6500-4171-931d-9757ebc165b8_1780602401.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,6eeb236d-768f-46a0-938b-d23aae1d4da0,2026-06-04T19:46:11.000Z,2026-06-04T20:12:18.000Z,6eeb236d-768f-46a0-938b-d23aae1d4da0,-31.72979,-60.547403,9,6486897,732369,20J,Reconocida,Guarán,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=6eeb236d-768f-46a0-938b-d23aae1d4da0_1780602364.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,f7d9e3e4-1f02-456c-bcbb-ac356c4e25cc,2026-06-04T19:45:20.000Z,2026-06-04T20:12:16.000Z,f7d9e3e4-1f02-456c-bcbb-ac356c4e25cc,-31.729809,-60.547413,10,6486895,732368,20J,Reconocida,Lapacho,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=f7d9e3e4-1f02-456c-bcbb-ac356c4e25cc_1780602313.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,96426d07-015f-4ae9-a4ae-329b8d00f7ca,2026-06-04T19:44:29.000Z,2026-06-04T20:12:14.000Z,96426d07-015f-4ae9-a4ae-329b8d00f7ca,-31.72988,-60.547345,10,6486887,732374,20J,Reconocida,Timbó,36,100,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=96426d07-015f-4ae9-a4ae-329b8d00f7ca_1780602263.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,06121129-1b2f-4b71-b82c-fab182bda40a,2026-06-04T19:43:57.000Z,2026-06-04T20:12:12.000Z,06121129-1b2f-4b71-b82c-fab182bda40a,-31.729896,-60.547335,9,6486885,732375,20J,Reconocida,Lapacho,36,180,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=06121129-1b2f-4b71-b82c-fab182bda40a_1780602230.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,df5eb6af-9c94-44da-ae30-a96549a66c4c,2026-06-04T19:43:10.000Z,2026-06-04T20:12:10.000Z,df5eb6af-9c94-44da-ae30-a96549a66c4c,-31.72989,-60.547344,9,6486886,732374,20J,Reconocida,Tipa,36,50,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=df5eb6af-9c94-44da-ae30-a96549a66c4c_1780602181.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,796fd5f9-7a31-44c2-ba38-27f309f0f631,2026-06-04T19:41:59.000Z,2026-06-04T20:12:08.000Z,796fd5f9-7a31-44c2-ba38-27f309f0f631,-31.729924,-60.547313,9,6486882,732377,20J,Reconocida,Lapacho,36,250,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=796fd5f9-7a31-44c2-ba38-27f309f0f631_1780602112.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,992a965f-6a75-4bb7-9022-2da5673c5800,2026-06-04T19:41:08.000Z,2026-06-04T20:12:07.000Z,992a965f-6a75-4bb7-9022-2da5673c5800,-31.729944,-60.547308,10,6486880,732378,20J,Reconocida,Timbó,36,100,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=992a965f-6a75-4bb7-9022-2da5673c5800_1780602060.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,918a688d-61f3-42ed-8734-7afb56f8d35e,2026-06-04T19:40:32.000Z,2026-06-04T20:12:04.000Z,918a688d-61f3-42ed-8734-7afb56f8d35e,-31.729921,-60.547287,9,6486883,732380,20J,Reconocida,Timbó,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=918a688d-61f3-42ed-8734-7afb56f8d35e_1780602026.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,0fc340d6-9442-4f85-9d2a-8afa998049d6,2026-06-04T19:39:56.000Z,2026-06-04T20:12:03.000Z,0fc340d6-9442-4f85-9d2a-8afa998049d6,-31.729946,-60.547295,9,6486880,732379,20J,Reconocida,Lapacho,36,250,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=0fc340d6-9442-4f85-9d2a-8afa998049d6_1780601978.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,d695a230-1376-45cd-96d5-56bc25692398,2026-06-04T19:38:24.000Z,2026-06-04T20:12:01.000Z,d695a230-1376-45cd-96d5-56bc25692398,-31.73,-60.547241,9,6486874,732384,20J,Reconocida,Lapacho,36,250,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=d695a230-1376-45cd-96d5-56bc25692398_1780601896.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,d329a1d5-b1b1-4e9a-9f92-c7f7cc7eba82,2026-06-04T19:37:37.000Z,2026-06-04T20:11:59.000Z,d329a1d5-b1b1-4e9a-9f92-c7f7cc7eba82,-31.73002,-60.547219,9,6486871,732386,20J,Reconocida,Guarán,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=d329a1d5-b1b1-4e9a-9f92-c7f7cc7eba82_1780601850.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,0e637aba-d493-41e3-9c5a-3eb2c724987f,2026-06-04T19:36:39.000Z,2026-06-04T20:11:57.000Z,0e637aba-d493-41e3-9c5a-3eb2c724987f,-31.730047,-60.547207,10,6486868,732387,20J,Reconocida,Palo Borracho,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=0e637aba-d493-41e3-9c5a-3eb2c724987f_1780601776.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,8fbef377-f452-47c9-a58b-c57f3e6a47f8,2026-06-04T19:35:59.000Z,2026-06-04T20:11:55.000Z,8fbef377-f452-47c9-a58b-c57f3e6a47f8,-31.730048,-60.547194,17,6486868,732388,20J,Reconocida,Lapacho,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=8fbef377-f452-47c9-a58b-c57f3e6a47f8_1780601739.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,2178f82e-f365-4862-adf1-890ec3fe5732,2026-06-04T19:35:25.000Z,2026-06-04T20:11:53.000Z,2178f82e-f365-4862-adf1-890ec3fe5732,-31.730076,-60.547203,10,6486865,732387,20J,Reconocida,Timbó,36,210,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=2178f82e-f365-4862-adf1-890ec3fe5732_1780601717.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,7ebf1c63-a297-4164-966a-42d292e1a360,2026-06-04T19:34:43.000Z,2026-06-04T20:11:52.000Z,7ebf1c63-a297-4164-966a-42d292e1a360,-31.730087,-60.547182,12,6486864,732389,20J,Reconocida,Tipa,36,50,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=7ebf1c63-a297-4164-966a-42d292e1a360_1780601677.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,fbd871b5-1ea7-4784-8f57-eb9482a3cfca,2026-06-04T19:34:12.000Z,2026-06-04T20:11:50.000Z,fbd871b5-1ea7-4784-8f57-eb9482a3cfca,-31.73012,-60.547184,10,6486860,732389,20J,Reconocida,Jacaranda,36,250,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=fbd871b5-1ea7-4784-8f57-eb9482a3cfca_1780601645.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,72457c89-2856-42bc-916e-7f090c39a279,2026-06-04T19:33:35.000Z,2026-06-04T20:11:48.000Z,72457c89-2856-42bc-916e-7f090c39a279,-31.730121,-60.547139,10,6486860,732393,20J,Reconocida,Lapacho,36,250,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=72457c89-2856-42bc-916e-7f090c39a279_1780601607.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
bd5c133e-9851-4af0-9aa0-cd8bc592797a,5cad877d-48c9-4aad-acca-7c47104da3dc,2026-06-04T19:32:55.000Z,2026-06-04T20:11:46.000Z,5cad877d-48c9-4aad-acca-7c47104da3dc,-31.730112,-60.547146,11,6486861,732393,20J,Reconocida,Timbó,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=5cad877d-48c9-4aad-acca-7c47104da3dc_1780601566.jpg,,Si,Saludable ,,Saludable,,Vivero municipal,Parques y/o plazas,No,Natural,
